node_id,case,year,name,community,pagerank,hits_authority,hits_hub,in_degree,out_degree,betweenness
219225,Maharajadhiraj_Sir_Kameshwar_Singh_vs_The_State_Of_Bihar_on_15_May_1959,1959,"Kameshwar
Singh v.  The State of Bihar",20,0.001303125095072836,0.00048023909674152254,-6.17324689892881e-19,2,1,0.0
1556438,Shri_Mahadeo_Paikaji_Kolhe_Yavatmal_vs_The_State_Of_Bombay_on_4_April_1961,1961,"Shri Mahadeo Paikaji Kolhe Yavatmal v. The
State of  Bombay",20,0.0010562873823607361,0.0001105927985795206,-0.0,1,0,0.0
1396529,The_Commissioner_Of_Income_Tax_Bombay_vs_The_Scindia_Steam_Navigatlon_Co_Ltd_on_5_April_1961,1961,,20,0.0008711590978266613,1.5857892763619052e-18,-1.883022770967455e-18,0,3,0.0
865394,Purushothaman_Nambudiri_vs_The_State_Of_Kerala_on_5_December_1961,1961,,20,0.0008711590978266613,8.559765635137562e-19,0.0007213363346272752,0,4,0.0
880344,Commissioner_Of_Income_Tax_vs_Sardar_Lakhmir_Singh_on_12_December_1962,1962,,20,0.0008711590978266613,-3.176936291668595e-21,-5.918263376434992e-19,0,1,0.0
963833,Commissioner_Of_Income_Tax_Bombay_vs_Scindia_Steam_Navigation_Co_Ltd_on_6_April_1961,1961,,20,0.0008711590978266613,-6.648702613976526e-19,-1.883022770967455e-18,0,3,0.0
9285,Karimbil_Kunhikoman_vs_State_Of_Kerala_on_5_December_1961,1961,,20,0.0008711590978266613,-2.3639118948838113e-19,0.002411000618932819,0,3,0.0
1996477,Dharangadhara_Chemical_Works_Ltd_vs_State_Of_Saurashtra_on_23_November_1956,1956,"Dharangadhara	Chemical  Works	 Ltd.  v.  State  of
Saurashtra",21,0.0012414156668948111,1.5030185504365417e-18,-0.0,1,0,0.0
1154741,The_Commissioner_Of_Income_Tax_West_vs_Kalu_Babu_Lal_Chand_on_15_May_1959,1959,"Commissioner of Income-tax V. Kalu
Babu   Lal   Chand",21,0.0012414156668948111,-4.285056843031947e-19,-0.0,1,0,0.0
1270365,M_S_Piyare_Lal_Adishwar_Lal_vs_The_Commissioner_Of_Income_Tax_Delhi_on_26_April_1960,1960,,21,0.0008711590978266613,1.298754008857948e-18,1.160239795911592e-19,0,2,0.0
378583,Dhiyan_Singh_And_Another_vs_Jugal_Kishore_And_Another_on_22_February_1950,1950,"Dhiyan
Singh  v.  Jugal Kishore",22,0.004202906320376908,2.3263436375941788e-18,-0.0,3,0,0.0
462743,Sha_Mulchand_Co_Ltd_In_Liquidation_vs_Jawahar_Mills_Ltd_on_9_December_1952,1952,"Sha	 Mulchand  &
Co.  Ltd.  v. Jawahar Mills Ltd.",22,0.0022414306203998265,-4.565669027566538e-19,2.5119442980848776e-19,1,1,0.0
1864509,Moran_Mar_Basselios_Catholicos_And_vs_The_Most_Rev_Mar_Poulose_Athanasius_And_on_21_May_1954,1954,"May 21, 1954, Mar Basselios Catholicos v. Mar
Poulose Athanasious",22,0.0016116722359629607,1.628904464928576e-18,-4.92992784703081e-20,1,1,0.0
946004,Sahu_Madho_Das_And_Others_vs_Pandit_Mukand_Ram_And_Another_And_on_22_March_1955,1955,Sahu Madho Das v. Pandit Mukand Ram,22,0.0012414156668948111,1.4885661195177872e-18,2.5119442980848776e-19,1,1,0.0
173516,T_V_R_Subbu_Chetty_S_Family_Charities_vs_M_Raghava_Mudaliar_And_Others_on_27_January_1961,1961,,22,0.0008711590978266613,-1.5074945912698296e-19,4.1192713996441206e-19,0,2,0.0
37282232,Moran_Mar_Basselios_Catholicos_vs_Thukalan_Paulo_Avira_Ors_on_12_September_1958,1958,,22,0.0008711590978266613,-1.937184744299707e-18,1.7588619396891176e-19,0,1,0.0
1543036,Sidhakamal_Nayan_Ramanuj_Das_vs_Bira_Naik_And_Ors_on_10_April_1953,1953,"Sidhakamal Nayan v.	Bira
Naik",23,0.0016116722359629607,-2.1606629794217228e-18,-0.0,1,0,0.0
1681365,Mritunjoy_Pani_And_Another_vs_Narmanda_Bala_Sasmal_And_Another_on_14_March_1961,1961,,23,0.0008711590978266613,1.0999033310854478e-18,-2.3330452833934583e-19,0,1,0.0
1855966,Pandit_Chunchun_Jha_vs_Sheikh_Ebadat_Ali_And_Another_on_14_April_1954,1954,"Pandit  Chunohun  Jha  v.
Sheikh	Ebadat	Ali",24,0.0016116722359629607,2.708711515170503e-20,-0.0,1,0,0.0
167521097,Bhoju_Mandal_vs_Debnath_Bhagat_on_14_November_1962,1962,,24,0.0008711590978266613,-6.696637074159789e-20,2.9248183010167768e-21,0,1,0.0
302141,Major_Gopal_Singh_And_Others_vs_Custodian_Evacuee_Property_Punjab_on_15_March_1961,1961,"Major  Gopal Singh v.
Custodian, Evacuee  Property",25,0.0016116722359629607,-1.4922527542425162e-19,-0.0,1,0,0.0
1917105,Basant_Ram_vs_Union_Of_India_on_24_January_1962,1962,,25,0.0008711590978266613,1.20512234673921e-19,-1.6113078638706454e-20,0,1,0.0
1723670,Central_Provinces_Transport_Services_vs_Raghunath_Gopal_Patwardhan_on_6_November_1956,1956,"Central Provinces Transport Services Ltd.  V.  Raghunath
Gopal Patwardhan",26,0.00258820429349731,2.7595961140474173e-19,-0.0,2,0,0.0
162306,The_Newspapers_Ltd_vs_The_State_Industrial_Tribunal_U_P_on_20_March_1957,1957,"Newspapers  Ltd. v. State Industrial Tribunal, U. P.",26,0.0013988552630040275,2.1233041935993326e-18,2.979762581794395e-20,1,1,0.0
1198151,Workmen_Of_Dimakuchi_Tea_Estate_vs_The_Management_Of_Dimakuchitea_Estate_on_4_February_1958,1958,"Workmen of Dimakuchi Tea
Estate v. Management of Dimakuchi Tea Estate",26,0.0012414156668948111,-2.2191889416810886e-19,2.590682192083251e-19,1,2,0.0
1486660,Niemla_Textile_Finishing_Mills_Ltd_vs_The_2Nd_Punjab_Industrial_on_10_January_1957,1957,"Niemla Textile Finishing Mills, Ltd. v. Second Punjab
Industrial Tribunal",26,0.0012414156668948111,-5.546463113693763e-19,-0.0,1,0,0.0
976045,Workmen_Of_Dahingeapar_Tea_Estate_vs_Dahingeapar_Tea_Estate_on_21_May_1958,1958,,26,0.0008711590978266613,-9.921027916250721e-20,-8.385212350477718e-20,0,2,0.0
636011,The_Commissioner_Of_Income_Tax_And_vs_The_South_India_Pictures_Ltd_on_14_March_1956,1956,,27,0.0008711590978266613,3.070640227479934e-20,-0.0,0,0,0.0
107472,Flection_Commission_India_vs_Saka_Venkata_Subba_Raounion_Of_on_27_February_1953,1953,Election	Commission  v. Venkata Rao,28,0.003198251293281255,0.001809647520169618,-0.0,4,0,0.0
941160,K_S_Rashid_And_Son_vs_The_Income_Tax_Investigation_on_22_January_1954,1954,"K.  S.	 Rashid	 &  Son	 v.  The  Income-tax
Investigation	Commission",28,0.0018286064995089986,0.0017750793339633662,0.00019540250616347226,3,1,0.0
1590667,The_State_Of_Uttar_Pradesh_vs_Mohammad_Nooh_on_30_September_1957,1957,State of U.P. v. Mohammad Nooh,28,0.0014661453097461882,0.0053124335571543835,0.007586438939440215,3,4,0.0
80596,Manak_Lal_vs_Dr_Prem_Chand_on_6_February_1957,1957,Manak  Lal v. Dr. Prem Chand,28,0.0011827875723380123,0.0011631266488174707,-0.0,1,0,0.0
1463433,Madan_Gopal_Rungta_vs_Secretary_To_The_Government_Oforissa_on_16_March_1962,1962,"Madan
Gopal Rungta v. Secretary to the Government of Orissa",28,0.0010562873823607361,0.00012194244103123418,-0.0,1,0,0.0
837708,The_Commissioner_Of_Income_Tax_vs_M_S_Mcmillan_Co_on_16_October_1957,1957,"Commissioner  of
Income-tax v. Messrs",28,0.0010562873823607361,0.00012194244103123744,-0.0,1,0,0.0
1047349,P_C_Ray_And_Co_India_Private_Ltd_vs_A_C_Mukherjee_Income_Tax_Officer_And_on_15_May_1958,1958,,28,0.0008711590978266613,-2.1483643098148687e-18,0.0007652969796353032,0,2,0.0
1166220,Lt_Col_Khajoor_Singh_vs_The_Union_Of_India_Another_on_5_December_1960,1960,,28,0.0008711590978266613,2.804225047428547e-19,0.00038707240133892517,0,2,0.0
44352,Collector_Of_Customs_Calcutta_vs_East_India_Commercial_Co_Ltd_on_30_April_1962,1962,,28,0.0008711590978266613,-1.2209508384694943e-18,0.0007953638444706813,0,4,0.0
1484876,Sitaji_And_Ors_vs_Bijendra_Narain_Choudhary_And_Ors_on_21_April_1954,1954,Sitaji	v. Bijendra Narain Choudhary,29,0.0016116722359629607,3.6328164816007354e-20,-0.0,1,0,0.0
1915068,Dolgobinda_Paricha_vs_Nimai_Charan_Misra_Others_on_27_April_1959,1959,,29,0.0008711590978266613,8.935270702237577e-20,3.922650333973415e-21,0,1,0.0
770422,Dalip_Singh_And_Others_vs_State_Of_Punjab_on_15_May_1953,1953,"Dalip Singh  v.  State  of
Punjab",30,0.0016116722359629607,1.5604863591728396e-18,-0.0,1,0,0.0
847770,Kartar_Singh_vs_State_Of_Punjab_on_26_April_1961,1961,,30,0.0008711590978266613,7.106976302761377e-19,1.6849852914323605e-19,0,1,0.0
94181,The_State_Of_Ajmer_Now_Rajasthan_vs_Shivji_Lal_on_22_April_1959,1959,"State of Ajmer v. Shivji
Lal",31,0.0016116722359629607,-3.225177573216437e-19,-0.0,1,0,0.0
1883187,Dhaneshwar_Narain_Saxena_vs_The_Delhi_Administration_on_24_August_1961,1961,,31,0.0008711590978266613,-1.1574141245606234e-19,-3.4824891234600654e-20,0,1,0.0
732821,Chatturbhuj_Vithaldas_Jasani_vs_Moreshwar_Parashram_And_Others_on_15_February_1954,1954,"Chatturbhuj Vithaldas v. Moreshwar
Parashram",32,0.003407577704453993,2.339163018403526e-18,-0.0,4,0,0.0
132533,Seth_Bikhraj_Jaipuria_vs_Union_Of_India_on_24_July_1961,1961,"Seth
Bhikraj Jaipuria  v. The  Union of India",32,0.0012414156668948111,4.8799825055473e-19,2.525786436455424e-19,1,1,0.0
791276,The_State_Of_Bihar_vs_M_S_Karam_Chand_Thapar_Brothers_Ltd_on_7_April_1961,1961,"The State of Bihar v. M/S. Karam Chand Thapar and Brothers Ltd. , Venkatarama Aiyar J.",32,0.0012414156668948111,-5.994806287085236e-19,-0.0,1,0,0.0
48624697,Rameshwar_Proshad_Khandelwal_Ors_vs_Commissioners_Land_Reforms_Jagirs_on_13_November_1958,1958,,32,0.0008711590978266613,4.639837170283537e-20,2.525786436455424e-19,0,1,0.0
62933588,Seth_Bikhraj_Jaipuria_vs_Union_Of_India_Uoi_on_24_July_1961,1961,,32,0.0008711590978266613,8.393114749355778e-19,1.8784779637252208e-19,0,2,0.0
197048,State_Of_West_Bengal_vs_M_S_B_K_Mondal_And_Sons_on_5_December_1961,1961,,32,0.0008711590978266613,1.375918464281855e-19,3.052718228967408e-19,0,2,0.0
561287,Collector_Of_Bombay_vs_Municipal_Corporation_Of_The_City_Of_on_5_October_1951,1951,"Collector of Bombay v. Municipal Corporation  of
the City of Bombay and others",33,0.0022414306203998265,-4.71717838109136e-20,-0.0,1,0,0.0
1214175,The_Collector_Of_Bombay_vs_Nusserwanji_Rattanji_Mistri_Others_on_28_February_1955,1955,"The Collector of  Bombay  v.	 Nusserwanji
Rattanji Mistri and Others",33,0.0016116722359629607,6.178753131047446e-19,-5.093524940144185e-21,1,1,0.0
1336402,Srish_Chandra_Sen_Deceased_And_Others_vs_The_Commissioner_Of_Income_Tax_West_on_23_November_1960,1960,,33,0.0008711590978266613,-3.511430266657025e-19,6.671707243070784e-20,0,1,0.0
732701,Bhatia_Co_Operative_Housingsociety_vs_D_C_Patel_on_5_November_1952,1952,"Bhatia  Co-operative  Housing
Society	 Ltd.  v. D. C. Patel",34,0.0016116722359629607,-1.256274857705258e-19,-0.0,1,0,0.0
1302911,Fruit_And_Vegetable_Merchants_Union_vs_Delhi_Improvement_Trust_on_6_November_1956,1956,,34,0.0008711590978266613,-2.57971994165764e-18,-1.3565031471032447e-20,0,1,0.0
154566,Gnanambal_Ammal_vs_T_Raju_Ayyar_And_Ors_on_21_December_1950,1950,,35,0.0008711590978266613,4.712075720178071e-19,-0.0,0,0,0.0
440324,State_Of_Seraikella_vs_Union_Of_India_And_Another_Suit_No_1_Of_on_6_April_1951,1951,"State of Seraikella and  Others
v. Union of India and Another",36,0.002871189004836692,-7.743692456018042e-19,-0.0,1,0,0.0
687712,Maharaj_Umeg_Slng_And_Others_vs_The_State_Of_Bombay_And_Others_on_6_April_1955,1955,"Maharaj Umeg Singh
v. State of Bombay",36,0.0023521853740992604,1.6736074663713849e-19,-8.361500767416149e-20,2,1,0.0
1273771,Rangildas_Varajdas_Khandwala_vs_Collector_Of_Surat_And_Others_on_3_October_1960,1960,,36,0.0008711590978266613,-1.0815297277283498e-18,1.8071314419960388e-20,0,1,0.0
147362898,Raghubar_Sarup_Nawab_Jamshed_Ali_Khan_vs_State_Of_U_P_on_18_December_1958,1958,,36,0.0008711590978266613,-3.574384634156536e-19,1.8071314419960388e-20,0,1,0.0
1141020,Ram_Gopal_vs_Nand_Lal_And_Others_on_14_November_1950,1950,Ram Gopal v. Nand Lal and Other,37,0.0027105600204163018,-3.1315778936388354e-19,-0.0,2,0,0.0
1470235,State_Of_Punjab_vs_Mohar_Singh_on_20_October_1954,1954,"State  of  Punjab  v.  Mohar
Singh",37,0.002284926074498435,1.3016627276501368e-19,-0.0,1,0,0.0
732516,Janardan_Reddy_And_Others_vs_The_State_Of_Hyderabad_And_on_16_March_1951,1951,"Janardan  Reddy
v.  The State",37,0.0021735087476897766,0.0020097898120129375,-0.0,4,0,0.0
1660833,Kunnathat_Thathunni_Moopil_Nair_vs_The_State_Of_Kerala_And_Another_With_on_9_December_1960,1960,"Kunnathat Thathunni Moopil	Nair
v. The State of Kerala",37,0.0021629008533562517,0.014526846668066454,-1.440482947967019e-20,7,1,0.0
673500,Garikapatti_Veeraya_vs_N_Subbiah_Choudhury_on_1_February_1957,1957,"Veeraya v.	 N.
       Subbiah	Choudhury",37,0.0019819288050311108,6.09889968831307e-07,0.00022842279110048112,2,4,0.0
1481962,Raj_Lakshmi_Dasi_And_Others_vs_Banamali_Sen_And_Othersbholanath_Sen_on_27_October_1952,1952,"Raj Lakshmi	Dasi
v.  Banamali  Sen",37,0.001934268019904726,0.0014475346559458145,-0.0,4,0,0.0
752151,Indira_Sohanlal_vs_Custodian_Of_Evacuee_Property_Delhi_on_28_October_1955,1955,"Indira Sohanlal v. Custodian of Evacuee
Property,  Delhi  and others",37,0.0016627033455927104,3.562078772200623e-05,1.4055121581830365e-20,2,1,0.0
811277,Pandit_M_S_M_Sharma_vs_Dr_Shree_Krishna_Sinha_And_Others_on_1_August_1960,1960,Pandit	M. S. M. Sharma v. Dr. Shree Krishna Sinha,37,0.0013148197247781033,0.0010350314452711997,0.00037959993827333413,2,3,0.0
732276,Dajisaheb_Mane_And_Others_vs_Shankar_Rao_Vithal_Rao_Maneand_Another_on_11_October_1955,1955,"Dajisaheb Mane and Others v. Shankar Rao  Vithal
Rao",37,0.0012924467765245608,3.502099438842302e-05,-0.0,1,0,0.0
1619422,Nathoo_Lal_vs_Durga_Prasad_on_9_April_1954,1954,"Nathoo  Lal  v.
Durga  Prasad",37,0.0012924467765245608,3.5020994388422976e-05,-3.3814218616772455e-20,1,1,0.0
944601,Pandit_M_S_M_Sharma_vs_Shri_Sri_Krishna_Sinha_And_Others_on_12_December_1958,1958,M. S. M. Sharma v. Sri Krishna Sinha,37,0.0012437696802411842,5.819895310826655e-05,0.001453035170213077,1,1,0.0
414792,Daryao_And_Others_vs_The_State_Of_U_P_And_Others_And_on_27_March_1961,1961,"Daryao  v.
The  State of U. P.",37,0.0011575981688560634,0.005427462680659338,0.004914297988138734,2,5,0.0
328927,Balaji_vs_Income_Tax_Officer_Special_on_4_August_1961,1961,,37,0.0008711590978266613,-1.8366436754494664e-19,0.007025774995909518,0,3,0.0
119546,State_Of_Bombay_vs_Supreme_General_Films_Exchange_on_22_April_1960,1960,,37,0.0008711590978266613,1.8691739639421352e-19,6.585482922244948e-08,0,1,0.0
494408,East_India_Tobacco_Co_vs_State_Of_Andhra_Pradesh_on_6_April_1962,1962,,37,0.0008711590978266613,1.8202226090512764e-19,0.0027322809733926934,0,2,0.0
996317,The_Amalgamated_Coalfields_Ltd_And_vs_The_Janapada_Sabha_Chhindwara_And_on_10_February_1961,1961,,37,0.0008711590978266613,1.819377828389209e-19,0.0018366460022974135,0,3,0.0
1921280,Amalgamated_Coalfields_Ltd_Anr_vs_Janapada_Sabha_Chhindwara_on_24_September_1962,1962,,37,0.0008711590978266613,2.5153396700311437e-20,0.00231093287970275,0,3,0.0
1156375,Dhiyan_Singh_And_Anr_vs_Jugal_Kishore_And_Anr_on_22_February_1952,1952,,37,0.0008711590978266613,-1.7326940085060937e-18,-3.3814218616772455e-20,0,1,0.0
1022319,Moti_Ram_vs_Suraj_Bhan_Others_on_3_February_1960,1960,,37,0.0008711590978266613,-2.4041198895532094e-18,3.912123848365284e-06,0,2,0.0
20086,Dhian_Singh_Sobha_Singh_Another_vs_The_Union_Of_India_on_29_October_1957,1957,"Dhian Singh Sobha Singh v.  Union
of India",38,0.0016116722359629607,-2.398917357952941e-19,-0.0,1,0,0.0
1386765,Amar_Nath_Dogra_vs_Union_Of_India_on_15_April_1962,1962,,38,0.0008711590978266613,-1.6254323425787118e-19,-2.5903081047469618e-20,0,1,0.0
549514,Sir_Kikabhai_Premchand_vs_Commissioner_Of_Income_Tax_on_9_October_1953,1953,"Sir  Kikabhai
Premchand  V. Commissioner of Income-tax  (Central),  Bombay",39,0.0023521853740992604,-1.0373806136322006e-20,-0.0,2,0,0.0
225066,The_Dooars_Tea_Co_Ltd_vs_Commissioner_Of_on_18_August_1961,1961,,39,0.0008711590978266613,-1.0850125516474047e-18,-1.120145053055045e-21,0,1,0.0
1356980,Smt_Indermani_Jatia_vs_Commissioner_Of_Income_Tax_U_P_on_3_October_1958,1958,,39,0.0008711590978266613,4.300982259014902e-19,-1.120145053055045e-21,0,1,0.0
567012,Thakur_Raghubir_Singh_And_Others_vs_The_State_Of_Ajmer_Now_Rajasthan_And_on_14_November_1958,1958,"Thakur  Raghubir
Singh v. The State of Ajmer (Now Rajasthan",40,0.0016116722359629607,8.190798408973012e-19,-0.0,1,0,0.0
696070,Sonapur_Tea_Co_Ltd_vs_Must_Mazirunnessa_on_4_March_1961,1961,,40,0.0008711590978266613,-4.498568423959872e-19,8.844277787549992e-20,0,1,0.0
312511,The_Commissioner_Of_Income_Tax_Bombay_vs_Chandulal_Keshavlal_Co_Petlad_on_17_February_1960,1960,"Commissioner of  Income-tax
v.  Chandulal  Keshavlal",41,0.0016116722359629607,-8.370904989588731e-20,-0.0,1,0,0.0
1050499,Dharamvir_Dhir_vs_The_Commissioner_Of_Income_Tax_Bihar_on_5_January_1961,1961,,41,0.0008711590978266613,-6.984273123949542e-19,-9.038753655566247e-21,0,1,0.0
1801333,Shrinivas_Pannalal_Chokhani_vs_State_Of_M_P_on_29_May_1953,1953,,42,0.0008711590978266613,1.5183093366879104e-19,-0.0,0,0,0.0
684433,Bishundeo_Narain_And_Another_vs_Seogeni_Rai_And_Jagernath_on_4_May_1951,1951,"Bishnudeo  Narain  v.
	      Seogeni Rai and Jagernath",43,0.0016116722359629607,1.9852041746341187e-18,-0.0,1,0,0.0
1679391,Ladli_Prasad_Jaiswal_vs_Karnal_Distillery_Co_Ltd_Ors_on_17_December_1962,1962,,43,0.0008711590978266613,1.755673057849909e-18,2.1435880006805697e-19,0,1,0.0
972395,Commissioner_Of_Income_Tax_Madras_vs_R_Venkataswamy_Naidu_on_17_February_1956,1956,Commissioner  of Income-tax v. Venkataswamy Naidu,44,0.0012414156668948111,-7.573908648187326e-19,-0.0,1,0,0.0
858834,The_Commissioner_Of_Income_Tax_West_vs_Raja_Benoy_Kumar_Sahas_Roy_on_23_May_1957,1957,"The Commissioner  of	 Income-tax,
West  Bengal,  Calcutta v. Raja Benoy Kumar Sahas  Roy",44,0.0012414156668948111,-1.3323234986684318e-18,-0.0,1,0,0.0
1766505,The_Commissioner_Of_Income_Tax_Bihar_vs_Sri_Ramakrishna_Deo_on_14_October_1958,1958,,44,0.0008711590978266613,2.440537004279236e-20,-2.2564362354549795e-19,0,2,0.0
1089401,Shrinivas_Krishnarao_Kango_vs_Narayan_Devji_Kango_And_Others_on_23_March_1954,1954,"Shrinivas Krishnarao Kango v.  Narayan  Devji
Kango",45,0.0016116722359629607,1.6045588392959952e-19,-0.0,1,0,0.0
661850,Gurunath_Alias_Bhimaji_vs_Kamalabai_Kom_Kenchangaudanadgaudar_on_10_December_1954,1954,,45,0.0008711590978266613,2.036712152367367e-20,1.7325739680830333e-20,0,1,0.0
153927235,Dhian_Singh_Sobha_Singh_And_Anr_vs_The_Union_Of_India_Uoi_on_29_October_1957,1957,Dhian Singh Sobha Singh v. Union of India (UOI,46,0.0016116722359629607,-1.0371474067150315e-18,-0.0,1,0,0.0
1946771,Amar_Nath_Dogra_vs_Union_Of_India_Uoi_on_10_April_1962,1962,,46,0.0008711590978266613,1.6504294616427257e-19,-1.1198932403922937e-19,0,1,0.0
1273982,Jaswantrai_Manilal_Akhaney_vs_The_State_Of_Bombay_on_4_May_1956,1956,"Jaswantrai Manilal Akhaney v. The  State
of  Bombay",47,0.0016116722359629607,-4.544555986269255e-19,-0.0,1,0,0.0
