node_id,name,in_corpus,case,year
1306401,section	 34,False,,
39011,section 133(1),False,,
261417,Section 219,False,,
19828823,section 131 (I),False,,
638696,Regulation  106,False,,
1970428,Regulation 108,False,,
322427,"Commissioner
of  Income-tax, Bengal v. Shau Wallace & Co.",False,,
1215851,"Commissioner  of Income-tax,  Madras  v.  Anamallais
Timber	Trust  Ltd.",False,,
14173,"Bangalore Woollen, Cotton and Silk Mills	Co.,
Ltd.  v. Commissioner of Income",False,,
1623046,"Madras(1),	 and  Turner
Morrison  and Co., Ltd. v. Commissioner of Income-tax,	West
Bengal",False,,
171278,"Commissioner of  Excess  Profits	Tax,
Bombay	City  v.  Messrs",False,,
1933944,section	 36,False,,
1863103,"2), Palaniappa v. Lakshmanan",False,,
189103,"3) and  Baldeo
v.  Miller",False,,
205317,"Lakshminarayan  Ram Gopal and Son,  Ltd.  v.	 The
Government  of	Hyderabad",False,,
1225694,"Gopal  Singh  v.  Ujagar
Singh",True,Gopal_Singh_And_Others_vs_Ujagar_Singh_And_Others_on_2_April_1954,1954.0
1702344,"Lal Singh v.	Roor
Singh",False,,
661850,,True,Gurunath_Alias_Bhimaji_vs_Kamalabai_Kom_Kenchangaudanadgaudar_on_10_December_1954,1954.0
1695125,"Ramkrishna
Ramchandra v. Shamrao",False,,
931610,Madana Mohana v. Purushothama Deo,False,,
1341640,Amarendra Mansingh v. Sanatan,False,,
1246049,Vijaysingji  v.  Shivsangji,False,,
1089401,"Shrinivas Krishnarao Kango v.  Narayan  Devji
Kango",True,Shrinivas_Krishnarao_Kango_vs_Narayan_Devji_Kango_And_Others_on_23_March_1954,1954.0
1450722,"Hari
Vishnu v. Ahmad Ishaque",True,Hari_Vishnu_Kamath_vs_Syed_Ahmad_Ishaque_And_Others_on_9_December_1954,1954.0
442349,"The Lloyds Bank Ltd. v. The	Lloyds	Bank  Indian
Staff Association and others",False,,
1959866,P. C. Basappa v. T. Nagappa,False,,
1740954,"Waryam  Singh  and	another	 v.   Amarnath	 and
another",False,,
146936478,section 224,False,,
1656576,"Parry & Co. v.  Commercial
Employees' Association",False,,
808713,"Madras(1), Veerappa Pillai v.  Raman",False,,
1219198,Batuk K. Vyas v. Surat  Municipality,False,,
155763443,section 100(2) (c),False,,
1013291,"Courtin  Vashist
Narain v. Dev Chandra",False,,
122388787,section 97,False,,
91956342,section 66,False,,
1239692,,True,Hem_Singh_And_Another_vs_Harnam_Singh_And_Another_on_1_April_1954,1954.0
1211669,"Basant Singh  v.
Brij Raj Saran Singh",False,,
248671,,True,In_Re__Mr_G_A_Senior_Advocate_Of_The_vs_Unknown_on_27_May_1954,1954.0
1857402,section 11(1),False,,
816289,section 45,False,,
129794892,section 3,False,,
941160,"K.  S.	 Rashid	 &  Son	 v.  The  Income-tax
Investigation	Commission",True,K_S_Rashid_And_Son_vs_The_Income_Tax_Investigation_on_22_January_1954,1954.0
1959284,"Taxation    on Income (Investigation Commission) Act,  1947",False,,
574258,section 5 (4)(3),False,,
300888,article	277,False,,
1289802,9,False,,
1328023,Nundo  Lal  Bose v. The Calcutta Corporation,False,,
1373432,"Besant v. Tire Advocate General
of Madras",False,,
1702463,section 8 (5),False,,
698486,,True,Kalishanker_Das_And_Another_vs_Dhirendra_Nath_Patra_And_Others_on_21_May_1954,1954.0
287335,Gounden v. Gounden,False,,
1625415,,True,Kiran_Singh_And_Others_vs_Chaman_Paswan_And_Others_on_14_April_1954,1954.0
867444,Suits  Valuation  Act,False,,
1757983,section 11,False,,
94712671,99,False,,
139253378,II of the Suits Valuation Act,False,,
1636630,section 1,False,,
225810,1) and Shidappa Venkatrao v. Rachappa Subrao,False,,
1536891,"Rachappa Subrao  Jadhav
v. Shidappa Venkatrao Jadhav",False,,
1950800,"Vide Kelu Achan  v.
Cheriya	 Parvathi Nethiar",False,,
831968,"1), Mool Chand v. Ram Kishan",False,,
1306519,"M.  P.
Sharma	v. Satish Chandra, District Magistrate,	 Delhi",True,M_P_Sharma_And_Others_vs_Satish_Chandra_District_on_15_March_1954,1954.0
1160228,s. 96(1),False,,
769517,S.  383,False,,
1073786,S.  298,False,,
73521,S.  43,False,,
166986045,section	 7,False,,
142964208,"section
32",False,,
921930,section 132,False,,
839878,section	 130,False,,
211471,section 119,False,,
334170,section	 139,False,,
1746646,sections 94,False,,
1039145,section  94,False,,
842059,section 95,False,,
850208,section	 96(1),False,,
900328,section 142,False,,
43650,S. 43,False,,
996365,section 165,False,,
1778510,"Mahant
Sri  Jagannath Ramanuj Das v. The State of Orissa",True,Mahant_Sri_Jagannath_Ramanuj_Das_And_vs_The_State_Of_Orissa_And_Another_on_16_March_1954,1954.0
54468672,"Orissa
Hindu Religious Endowments Act, 1939",False,,
2036830,s.	 46-,False,,
181510278,Section 49,False,,
211413,art. 27.,False,,
46493701,ss. 38,False,,
158451550,39,False,,
20922924,"Orissa  Hindu
Religious   Endowments	 Act",False,,
30818301,Endowments   Act,False,,
22254737,section 49,False,,
159440761,"Madras
Hindu Religious and Charitable Endowments Act",False,,
1858991,",
26",False,,
85556023,Section 11,False,,
80120576,Section  14,False,,
83145602,section	 28,False,,
119295191,sections 38,False,,
48381247,39,False,,
158386716,section 40,False,,
1864509,"May 21, 1954, Mar Basselios Catholicos v. Mar
Poulose Athanasious",True,Moran_Mar_Basselios_Catholicos_And_vs_The_Most_Rev_Mar_Poulose_Athanasius_And_on_21_May_1954,1954.0
175843806,Section 12,False,,
119152574,section 26,False,,
37777451,section  1,False,,
116287068,section 25,False,,
945252,"Bisheshwar  Pratap  Sahi  v.
Parath Nath",False,,
1402024,"Hari
Shankar	 Pal  v.  Anath	 Nath  Mitter",False,,
91605396,section 92,False,,
1221998,"Rekhanti   Chinna   Govinda  Chettiyar	 v.   S.   Varadappa
Chettiar",False,,
553151,,True,Moti_Das_And_Ors_vs_The_State_Of_Bihar_on_6_May_1954,1954.0
308927,Section 225,False,,
1681654,"Muir Mills Co. v.	Suti  Mills  Mazdoor
Union, Kanpur",True,Muir_Mills_Co_Ltd_vs_Suti_Mills_Mazdoor_Union_Kanpur_on_19_November_1954,1954.0
1837602,"Dhakeswari Cotton Mills Ltd. v. Commissioner of	 Income-tax,
West Bengal",False,,
884316,,True,Naresh_Charan_Das_Gupta_vs_Paresh_Charan_Das_Gupta_on_2_December_1954,1954.0
1673132,s. 63,False,,
1588380,Section 61,False,,
1619422,"Nathoo  Lal  v.
Durga  Prasad",True,Nathoo_Lal_vs_Durga_Prasad_on_9_April_1954,1954.0
485771,Nagammal v. Subbalakshmi Ammal,False,,
1855966,"Pandit  Chunohun  Jha  v.
Sheikh	Ebadat	Ali",True,Pandit_Chunchun_Jha_vs_Sheikh_Ebadat_Ali_And_Another_on_14_April_1954,1954.0
180422881,Section  58(c),False,,
386205,"Jhanda
Singh v. Wahid-ud-din",False,,
1179103,,True,Pandurang_Tukia_And_Bhillia_vs_The_State_Of_Hyderabad_on_3_December_1954,1954.0
1060179,"section
149",False,,
263845,"Barendra Kumar  Ghosh
v. King-Emperor",False,,
94346,section 34,False,,
256823,"Mahbub Shah
v.  King-Emperor",False,,
1145097,"Mamand  v.
Emperor",False,,
1654408,,True,R_S_Seth_Shanti_Sarup_vs_Union_Of_India_Ors_on_26_November_1954,1954.0
200366,,True,Raj_Rajendra_Malojirao_Shitole_vs_The_State_Of_Madhya_Bharat_Raja_on_2_February_1954,1954.0
20065648,"Madhya Bharat Abolition
 of  Jagirs  Act",False,,
67200436,section	 4  (1) (g),False,,
171732270,articles 379,False,,
33120263,section  3,False,,
1307370,"Bakr	 Id.
Ratilal	 Panachand  Gandhi v. The State of  Bombay",True,Ratilal_Panachand_Gandhi_vs_The_State_Of_Bombay_And_Others_And_on_18_March_1954,1954.0
82830114,"Bombay	 Public
Trust  Act, 1950",False,,
179054791,Section	 68,False,,
177054796,s. 55,False,,
40428282,Section  58,False,,
135998402,section 3,False,,
171974681,Section 9,False,,
171754078,sections 10,False,,
50085869,11,False,,
152251447,Section  18,False,,
98993124,section 31,False,,
68463522,Section 32,False,,
101790005,section 33,False,,
112684583,Section  34,False,,
146584092,Section 35,False,,
37826799,section 36,False,,
74059278,Section 37,False,,
91376066,section  44,False,,
195026262,Section 47,False,,
103519363,Section 48,False,,
168923603,Section  50,False,,
51790680,Section 56,False,,
135533606,Section 57,False,,
94954423,section 66,False,,
171436934,Section 60,False,,
18917815,Sections 62,False,,
1820633,"Hindu
Religious  Endowments,	Madras	v.  Sri	 Lakshmindra  Tirtha
Swamiar",True,The_Commissioner_Hindu_Religious_vs_Sri_Lakshmindra_Thirtha_Swamiar_Of_Sri_on_16_March_1954,1954.0
1838869,article 26 (d),False,,
91101205,"S. 33
(2)",False,,
32575727,67,False,,
1961036,Jamshedji  v.  Soonabai,False,,
1759799,article  26(b),False,,
124043631,section 47(1),False,,
167112445,section 56(1),False,,
375101,article 248 (1),False,,
192576157,section	76,False,,
72095,articles  110,False,,
1862193,199.,False,,
47043395,section 6A,False,,
20079401,section 6B,False,,
283660,"Saghir
Ahmed v. State of U. P. & Ors.",True,Saghir_Ahmad_vs_The_State_Of_U_P_And_Others_With_on_13_October_1954,1954.0
785258,Motor Vehicles Act,False,,
1155234,"section
42(3)",False,,
1779621,Road	Transport  Act,False,,
946665,Section  2,False,,
935822,section	 3,False,,
8820,Section  4,False,,
1542963,section	 5,False,,
992009,section 7,False,,
1626654,Sections 8,False,,
877730,9,False,,
145572122,section  10,False,,
1106827,Section 12,False,,
1102772,C. S. S. Motor Service v. State of Madras,False,,
470203,Lokanath723Misra v. The State of Orissa,False,,
1331994,"article
39(a)",False,,
1880952,"1)  and  Dwarkadas
Shrinivas v. The Sholapur Spinning and Weaving Co. Ltd.",False,,
191273,article 304(b),False,,
649909,section 92,False,,
127311,,True,Sewa_Singh_Ors_vs_Jangir_Singh_Ors_on_15_December_1954,1954.0
27731,,True,Shankar_Sitaram_Sontakke_And_Another_vs_Balkrishna_Sitaram_Sontakke_And_Others_on_12_April_1954,1954.0
1069453,section 37,False,,
1492591,Shri  Audh Behari Singh v. Gajadhar Jaipuria,True,Shri_Audh_Behari_Singh_vs_Gajadhar_Jaipuria_And_Others_on_23_April_1954,1954.0
561056,"Digambar
Singh v. Ahmad",False,,
1979756,1)  Vide Ram Chandra v. Goswami,False,,
1202003,"Byjnath Pershad	v.  Kapilmon
Singh",False,,
238807,"Jivaji
Annaji	 v.  Hanmant  Ramchandra",False,,
1313873,"Appalaswami	  v.
Suryanarayanamurti",False,,
269040,Babubhai Girdharlal v.	Ujamlal	 Hargovandas,False,,
246389,2) Vythianatha v. Vdradaraja,False,,
103053,sections 40,False,,
1326950,44,False,,
716788,"Kally Prosonno Ghose v. Gocool
Chunder	 Mitter",False,,
1262197,Debi v. Nilkomul Lahiri,False,,
1484876,Sitaji	v. Bijendra Narain Choudhary,True,Sitaji_And_Ors_vs_Bijendra_Narain_Choudhary_And_Ors_on_21_April_1954,1954.0
1565721,Section 32(6),False,,
282081,'Mohansing v. Dalpatsing,False,,
1270965,Section 32(2),False,,
800773,Section 33,False,,
1844088,'Venkatadri Appa Rao v. Parthasarathi Appa Rao,False,,
140248,'Raja of Ramnad v. Sundara Pandiyasami Tevar,False,,
150069,,True,Sital_Das_vs_Sant_Ram_And_Ors_on_8_April_1954,1954.0
1034981,section 35,False,,
1507394,section 90,False,,
487818,section 65,False,,
1456410,section 63,False,,
1712157,section 21,False,,
1743188,,True,Srimati_Oramba_Sundari_Dasi_vs_Sri_Sri_Iswar_Gopal_Jieu_on_12_March_1954,1954.0
147337445,s. 36,False,,
1470235,"State  of  Punjab  v.  Mohar
Singh",True,State_Of_Punjab_vs_Mohar_Singh_on_20_October_1954,1954.0
288458,s. 4,False,,
1030013,Section	 6,False,,
761371,s.  7,False,,
1783708,section 438,False,,
18231827,The Repealing	Act,False,,
490402,section 11,False,,
168644,section	 30,False,,
797638,section 69,False,,
946217,"section
74(2)",False,,
1288809,"section
6(e)",False,,
556678,8,False,,
1600037,section 1,False,,
608874,"The Bengal Immunity Co.  Ltd. v. The  State  of
Bihar",True,The_Bengal_Immunity_Company_Limited_vs_The_State_Of_Bihar_And_Others_on_4_December_1954,1954.0
163057486,"Bihar Sales Tax Act, 1947",False,,
62144285,ss. 1,False,,
121393524,2(c),False,,
121997586,2(g),False,,
53542994,4,False,,
71609046,10,False,,
56486710,14-A,False,,
8176057,17,False,,
40512325,26(a)  (c)	 (b),False,,
882254,article	245(2),False,,
970874,O. Gilpin Limited v. Commissioner,False,,
1630360,article 289(1)(a).,False,,
127667,"Sales Tax Officer, Pilibhit
v. Messrs Budh Prakash Jai Prakash",False,,
1493058,"V.	 O.  Vakkan  v.	 The
Government of the Province of Madras",False,,
1467985,"'450), The State of Bihar v.  Bengal
Chemical  and  Pharmaceutical Works Ltd. (A.I.R.",False,,
878250,article  394,False,,
120445023,section 13(5),False,,
138887117,sections 24,False,,
46303661,25,False,,
87301947,Section  12,False,,
123741340,Section 13,False,,
154519,"Mohammad Yasin  v.
The  Town  Area Committee Jalalabad",False,,
1385734,"Himmatlal
Harilal Mehta v. The State of Madhya",False,,
233559,"Ramjilal  v.
Income-Tax Officer, Mohindargarh",False,,
1008845,"Commissioner of
Police,	 Bombay	 v. Gordhandas Bhanji",False,,
1385203,"Phanindra Chandra Neogy v. The,  King",False,,
34219828,section  100(3),False,,
1112282,"article
286(3)",False,,
1032035,"G. Govindarajulu Naidu & Co. v.  The  State  of
Madras",False,,
195338148,"By  the	 Bihar Finance Act, 1950",False,,
69777164,section  2(1),False,,
109142788,section 33,False,,
137727577,25,False,,
290059,article 296(1),False,,
1930681,article 254;,False,,
86093793,S. 219,False,,
161899897,S. 288,False,,
158148,"Bombay City(1) and A. H.
Wadia  v.  Commissioner of Income-tax,	Bombay",False,,
186857,article 145(5),False,,
887242,articles  54,False,,
1164414,55,False,,
883495,article 73,False,,
694670,article 162,False,,
154421098,"article	 261
(1)",False,,
1541687,section 13(5),False,,
1921259,sections 24,False,,
667371,25,False,,
725355,section 33,False,,
63650880,S. 83,False,,
171509387,S. 95,False,,
275791,article 307,False,,
1710041,"General  Trading
Co. v. State Tax Commission of the State of Iowa",False,,
24636924,S. 86,False,,
1135479,article	 269,False,,
1969318,sections 151,False,,
33122223,sections 151,False,,
192137727,207,False,,
148553226,section 65(1)(a),False,,
795066,Wallace Brothers & Co. Ltd. v. Commissioner	 of  Income-,False,,
768449,"A. H. Wadia  v.
I. T. Commissioner, Bombay",False,,
137072281,section  26,False,,
1024066,section 39(1),False,,
409932,section 51 (I),False,,
1430396,"Hindu  Religious  Endowments,  Madras  v.	 Sri
Lakshmindra Thirtha Swamiar",True,The_Commissioner_Hindu_Religious_vs_Sri_Lakshmindra_Thirtha_Swamiar_Of_Sri_on_16_April_1954,1954.0
138026784,ss. 21,False,,
143647355,30(2),False,,
21340639,31,False,,
28855452,55,False,,
151628218,56,False,,
18426782,63,False,,
91337418,69,False,,
49262006,S. 105,False,,
140095017,section 61,False,,
54424454,A of the Act,False,,
153471743,section 3,False,,
59422395,section	 18,False,,
148164855,section	20,False,,
35028470,Section 23,False,,
67048313,Section  24,False,,
21276054,Section  25,False,,
186944786,section  26,False,,
98075925,Section	 27,False,,
17864077,"section
28",False,,
66871999,"Section
29",False,,
190672745,"Section
30",False,,
18252049,section 79(2),False,,
3667477,section	 59(1),False,,
56738417,Section 54,False,,
176481808,section  58,False,,
10677994,Section  59,False,,
143434963,Section 89,False,,
198064442,Section 92,False,,
160513994,Section  99,False,,
1753683,article  25(2)(a),False,,
82139563,25(4),False,,
83856192,section  39(2),False,,
89921179,section 42,False,,
122918182,section 53,False,,
139605068,section 70,False,,
170928135,section 91,False,,
27251284,section 2,False,,
120096015,1,False,,
159142737,section 70(2),False,,
58731219,Sections 39,False,,
145264057,62,False,,
294137,article  366,False,,
710990,119,False,,
30801072,article 1 10,False,,
9273062,Section 52,False,,
1270260,,True,The_Commissioner_Of_Income_Tax_Madras_vs_Mysore_Chromite_Limited_on_1_November_1954,1954.0
158133040,Section 18,False,,
29758443,sections 19,False,,
160380343,22,False,,
79777634,section	 23,False,,
141068971,section 25,False,,
1371375,"1)	 and
The  Dominion  of  India  v.  Shrinbai	A.  Irani",True,The_Dominion_Of_India_And_Another_vs_Shrinbai_A_Irani_And_Another_on_14_May_1954,1954.0
1746634,,True,The_Liquidators_Of_Pursa_Limited_vs_Commissioner_Of_Income_Tax_Bihar_on_9_February_1954,1954.0
1366956,s. 2(4),False,,
1541982,s. 10(2),False,,
286982,,True,The_Rajahmundry_Electric_vs_The_State_Of_Andhra_on_10_February_1954,1954.0
1180604,133 (1) (b),False,,
162085261,"Section
20",False,,
179871616,section  127,False,,
480602,State of Bihar v. Abdul Majid,True,The_State_Of_Bihar_vs_Abdul_Majid_on_11_February_1954,1954.0
178366633,Section 240,False,,
163250984,section 240 (3),False,,
123066427,section  60(1),False,,
36835282,section	 60,False,,
113785,"Lucas
v.  Lucas  and High  Commissioner",False,,
1281472,section 292,False,,
16453966,section  243,False,,
184504600,section  60,False,,
124069949,Section  292,False,,
649393,The  State of Madhya Pradesh v. G. C. Mandawar,True,The_State_Of_Madhya_Pradesh_vs_G_C_Mandawar_on_13_May_1954,1954.0
551443,"But The Punjab  Province
v.  Pandit Tara Chand",False,,
15421639,article 13(3)(a),False,,
635617,Virendra Singh and others v. The State of Uttar  Pradesh,True,Virendra_Singh_And_Others_vs_The_State_Of_Uttar_Pradesh_on_29_April_1954,1954.0
108346299,sections 290,False,,
276520,"Vajesingji
Joravarsingji v. Secretary of State",False,,
1042546,Secretary of State v. Bai Rajbai,False,,
1200881,Article  1(1),False,,
227646,,True,Wuntakal_Yalpi_Chenabasavana_Gowd_vs_Rao_Bahadur_Y_Mahabaleshwarappa_And_on_15_April_1954,1954.0
624810,,True,Zamindar_Of_Ettayapuram_vs_The_State_Of_Madras_And_Connected_on_5_February_1954,1954.0
407809,A. Thangal Kunju Musaliar v. M. Venkitachalam Potti and another,True,A_Thangal_Kunju_Musaliar_vs_M_Venkitachalam_Potti_And_on_20_December_1955,1955.0
837988,Section 1(3),False,,
1514409,section 3,False,,
1934111,Section 6,False,,
912591,"Opium  and  Revenue	Laws
(Extension  of Application) Act, 1950",False,,
951343,section 4,False,,
800344,"Azmat  Ullah	  v.
Custodian,  Evacuee  Property, U.P.,  Lucknow",False,,
1460879,"1),  Burhanpur
National   Textile  Workers  Union,  Burhanpur	 v.   Labour
Appellate  Tribunal  of India",False,,
129630,section 8(2),False,,
34495,section 37,False,,
308354,section 22,False,,
177811466,"Travancore-Cochin	 the
Act",False,,
932931,article	 295,False,,
1074725,section 10,False,,
1623923,"Suraj Mall Mohta & Co.  v.  A.  V.
Visvanatha  Sastri  and	 another",False,,
1267418,7,False,,
13870,section  34(1),False,,
677281,sections 31,False,,
179995,32,False,,
53397808,sections 37,False,,
356467,38,False,,
6865249,"section
5(4)",False,,
1128347,section	 5(1),False,,
1179473,"Shree
Meenakshi  Mills  Ltd. v. Sri A. V.  Visvanatha	 Sastri	 and
Another",False,,
65875043,section 8(2),False,,
1908113,"1)  and	 Kedar	Nath Bajoria v. The  State  of	West
Bengal",False,,
609896,S. 200,False,,
454297,section	 47(1),False,,
494297,Ameer-un-Nissa Begum v. Mahboob Begum,True,Ameer_Un_Nissa_Begum_Ors_vs_Mahboob_Begum_Ors_on_14_January_1955,1955.0
148933,,True,Ananda_Behera_And_Another_vs_The_State_Of_Orissa_And_Another_on_27_October_1955,1955.0
98778199,Section	  3  (26),False,,
564411,,True,Atley_vs_State_Of_Uttar_Pradesh_on_16_September_1955,1955.0
256309,'Surajpal Singh v. The State,False,,
1931367,Wilayat Khan v. State of Uttar Pradesh,False,,
1629830,,True,Bengal_Immunity_Co_Ltd_vs_State_Of_Bihar_Ors_on_6_September_1955,1955.0
43772514,section 2(1),False,,
11510073,sections 5,False,,
85492699,6,False,,
63501738,7,False,,
41979714,8,False,,
114104,"Wallace Brothers & Company v. , Commissioner of
Income-tax, Bombay",False,,
928744,section 4,False,,
753776,"General
Trading Co. v. State Tax Commission of the State of Iowa",False,,
85706181,section 4(i) (c),False,,
1935345,,True,Bhim_Sen_vs_The_State_Of_U_P_on_15_March_1955,1955.0
1101188,s.	 379,False,,
370128,Section 55,False,,
201639,Section 49,False,,
704346,s. 43,False,,
1433889,Section 84,False,,
1083970,"section
42",False,,
1106981,section  44,False,,
1180351,Section  52(1),False,,
773857,Section 51(1),False,,
138486,section	 85,False,,
119867356,U.P. Panchayat Raj'  Act,False,,
1776469,"Brajnandan  Sinha
v.  Jyoti  Narain",True,Brajnandan_Sinha_vs_Jyoti_Narain_on_8_November_1955,1955.0
1774870,"Public	Servants  (Inquiries) Act, 1850",False,,
602858,section 2,False,,
414872,section 8,False,,
1737746,section 2,False,,
1807029,Sections  19,False,,
1666329,20,False,,
1686702,Section 19,False,,
1436,Section 20,False,,
1640660,"S. A. Venkataraman v. The Union of India	and,
Another",False,,
1222272,Sections 4,False,,
520823,7,False,,
1409321,section 8,False,,
1123057,Section	 9,False,,
583891,sections 10,False,,
632882,Sections 21,False,,
996999,22,False,,
1674593,Article 311(2),False,,
126359453,165,False,,
1420677,section	 5(2),False,,
1331755,Prevention of Corruption Act,False,,
1282407,Kapur Singh v. Jagat Narain,False,,
819726,M. V. Rajwade v. Dr. S. M.	  Hassan,False,,
1788561,"Commissions  of	 Inquiry Act, 1952",False,,
149070046,"Courts	Act,
1952",False,,
1628,,True,D_P_Joshi_vs_The_State_Of_Madhya_Bharat_Andanother_on_27_January_1955,1955.0
694525,"article 63  (of	 the
Civil  Code  of	 Lower	Canada)",False,,
1975922,article	41,False,,
1970738,"The State of Punjab v.  Ajaib  Singh	 and
another",False,,
908002,Om Prakash v. The State,False,,
74707977,Civil Courts Act,False,,
732276,"Dajisaheb Mane and Others v. Shankar Rao  Vithal
Rao",True,Dajisaheb_Mane_And_Others_vs_Shankar_Rao_Vithal_Rao_Maneand_Another_on_11_October_1955,1955.0
427492,"others	  v.
Gundapuneedi  China Venkanna",False,,
26511,"Director of Endowments, Government of Hyderabad v. Akram Ali",True,Director_Of_Endowments_Government_Of_vs_Akram_Ali_on_22_April_1955,1955.0
752151,"Indira Sohanlal v. Custodian of Evacuee
Property,  Delhi  and others",True,Indira_Sohanlal_vs_Custodian_Of_Evacuee_Property_Delhi_on_28_October_1955,1955.0
1289701,s. 58(3),False,,
1193056,Section 5,False,,
1675256,sections 25,False,,
1236253,38,False,,
388629,40,False,,
359173,section  30(1)	 (b),False,,
549284,Section	 24,False,,
42620,"section
55",False,,
719484,section 6(b),False,,
1421355,"Delhi Cloth &  General
Mills Co. Ltd. v. Income-Tax Commissioner",False,,
1006024,section  5-,False,,
1970981,16,False,,
37730,19,False,,
1353686,sections 9,False,,
127256,10,False,,
676486,12,False,,
141478,21,False,,
1921918,sections 24,False,,
708215,25,False,,
1428703,27,False,,
497714,sections 7 (2),False,,
1277086,13,False,,
1371324,20,False,,
8397,,True,J_K_Iron_And_Steel_Co_Ltd_Kanpur_vs_The_Iron_And_Steel_Mazdoor_Union_on_23_December_1955,1955.0
185363,4,False,,
1177051,State of Madras v. C. P. Sarathy,False,,
1126538,,True,M_K_Ranganathan_And_Another_vs_Government_Of_Madras_And_Others_on_20_April_1955,1955.0
1980557,Trade Unions  Act,False,,
1662936,Tramways Act,False,,
1703849,"Vasudeva
       Mudaliar & Others v. Srinivasa Pillai & another",False,,
1622833,Presidency Towns Insolvency Act,False,,
1334570,"Council v.    Shiromani Sugar
       Mills Ltd. (In Liquidation",False,,
506242,Ram Narain Sons Ltd. v. Asst,True,M_S_Ram_Narain_Sons_Ltd_vs_Asst_Commissioner_Of_Sales_Tax_And_on_20_September_1955,1955.0
84946,,True,Mahant_Salig_Ram_vs_Musammat_Maya_Devi_on_21_January_1955,1955.0
1530339,"Mt.
Vaishno	 Ditti	v. Mt.	Rameshri",False,,
687712,"Maharaj Umeg Singh
v. State of Bombay",True,Maharaj_Umeg_Slng_And_Others_vs_The_State_Of_Bombay_And_Others_on_6_April_1955,1955.0
1817786,Article 246(2),False,,
15174205,article  31-A(2),False,,
1254651,article 294,False,,
1035651,"Secretary of
State  v. Sardar Rustsam Khan & Others",False,,
1501859,article 294(b),False,,
132949123,"United  Provinces
Tenancy Act",False,,
176511147,Section 80,False,,
1357209,,True,Mathurala_Adi_Reddy_vs_The_State_Of_Hyderabad_on_7_October_1955,1955.0
138788,Sections 145,False,,
867186,'Barendra Kumar Ghosh v. Emperor,False,,
112749,Section 114,False,,
1572596,,True,P_L_Lakhanpal_vs_The_State_Of_Jammu_And_Kashmir_on_20_December_1955,1955.0
448465,Art. 35,False,,
666119,article 370,False,,
1846187,,True,Ponnammal_vs_R_Srinivasarangan_And_Ors_on_21_October_1955,1955.0
1498192,,True,Prithi_Nath_vs_Birkha_Nath_And_Anr_on_4_October_1955,1955.0
635142,Purshottam Govindji Halai v. Shri B. M. Desai,True,Purshottam_Govindji_Halai_vs_Shree_B_M_Desai_Additional_Collector_on_14_October_1955,1955.0
31154660,s. 46(2),False,,
244572,s. 46(2),False,,
308356,s. 46,False,,
96561239,"S.
22",False,,
77328541,section 46(2),False,,
1289057,"Shaik  Ali  Ahmed  v.
Collector of Bombay",False,,
1767915,section 157,False,,
16529264,section 48,False,,
107122127,section 48,False,,
75846859,"Bengal Public Demands Recovery Act, 1913",False,,
153696539,section 31,False,,
74833423,section	 69,False,,
384840,S. 152,False,,
596224,The State of Rajasthan v. Rao Manohar Singhji,False,,
1623255,S. 22,False,,
454306,Section 30,False,,
422114,"Erimmal Ebrahim Hajee,  v.	 The
Collector  of Malabar",False,,
1318432,"R. S. Ram Jawaya Kapur v.  The  State  of
Punjab",True,Rai_Sahib_Ram_Jawaya_Kapur_And_Ors_vs_The_State_Of_Punjab_on_12_April_1955,1955.0
160929297,section 61,False,,
594857,section 61,False,,
1174818,article 298,False,,
1452478,article 202,False,,
1144008,article 203,False,,
547986,article 204,False,,
1152308,Appropriation Act,False,,
1029331,article 266(3),False,,
1446086,,True,Rai_Sahib_Ram_Jawaya_Kapurand_Others_vs_The_State_Of_Punjab_And_Connected_on_22_April_1955,1955.0
1004330,,True,Raj_Kali_Kuer_vs_Ram_Rattan_Pandey_on_7_April_1955,1955.0
372920,"Sundarambal  v.
Yogavanagurukkal",False,,
293800,"Shahar Bano v.	Aga  Mahomed  Jaffer
Bindaneem",False,,
1574605,Annaya Tantri v. Ammaka Hengsu,False,,
1856855,"Tangirala   Chiranjivi	 v.   Rama   Manikya   Rao    Rajaya
Lakshmamma",False,,
1731694,Rajeswari  Ammal v. Subramania  Archaka,False,,
1332974,"Poorun  Narain  Dutt  v.  Kasheessuree
       Dosee",False,,
727349,"Joy  Deb  Surma  v.  Huroputty
       Surma",False,,
1909159,Mahamaya Debi v. Haridas Haldar,False,,
1643088,"Jalandhar
       Thakur  v.  Jharula Das",False,,
1633791,,True,Raja_Bahadur_Kamakshya_Narainsingh_And_vs_The_Collector_And_Deputy_Commissioner_on_28_October_1955,1955.0
136724072,S. 4(h),False,,
73849836,s. 4(a),False,,
282004,,True,Ram_Shankar_Singh_And_Ors_vs_State_Of_Uttar_Pradesh_on_19_April_1955,1955.0
78014276,Section 164,False,,
946004,Sahu Madho Das v. Pandit Mukand Ram,True,Sahu_Madho_Das_And_Others_vs_Pandit_Mukand_Ram_And_Another_And_on_22_March_1955,1955.0
1406792,97,False,,
324708,section 32(3),False,,
1634925,S. 52,False,,
157516,"Khunni  Lal  v.  Gobind
Krishna	 Narain",False,,
1224706,,True,Sangram_Singh_vs_Election_Tribunal_Kotah_Bhurey_Lal_on_22_March_1955,1955.0
99012797,sections 27,False,,
152753503,30,False,,
