overall_rank,id,label,year,url,node_type,community_id,subcommunity_id,seed_type,pagerank,betweenness,local_betweenness,bridge_score,in_degree,out_degree,pr_pct,bw_pct,local_bw_pct,composite_score,landmark
1,618705,Union_Of_India_vs_Pramod_Gupta_D_By_Lrs_Ors_on_7_September_2005,2005.0,https://indiankanoon.org/doc/618705/,case,4,C4_S0,expanded,0.028939231765723307,0.12206205816778339,0.9775719608367773,0.07650273224043716,309,57,1.0,0.9995963673057517,0.9995963673057517,0.9997578203834511,True
4,1582869,Deputy_Director_Land_Acquisition_vs_Malla_Atchinaidu_And_Ors_on_12_December_2006,2006.0,https://indiankanoon.org/doc/1582869/,case,6,C6_S0,keyword,0.009087002654085321,0.0406258165011047,0.5377174482339149,0.03333333333333333,110,10,0.9995963673057517,0.9989909182643795,0.9975782038345106,0.9989505549949547,True
5,160214,Babulal Badriprasad Varma vs Surat Municipal Corpn. & Ors,,https://indiankanoon.org/doc/160214/,case,14,C14_S0,expanded,0.004332310508739935,0.018146316835508877,0.9856743535988819,0.14035087719298245,50,7,0.9991927346115035,0.9973763874873864,0.9997981836528759,0.9985872855701312,True
6,602879,Lucknow Development Authority vs Krishna Gopal Lahoti And Ors,,https://indiankanoon.org/doc/602879/,case,6,C6_S1,keyword,0.008009991786417217,0.025874324618420846,0.40689672542882643,0.02,95,5,0.9993945509586276,0.9979818365287588,0.9969727547931383,0.9983451059535824,True
18,859367,"Administrator General Of West Bengal vs Collector, Varanasi on 16 February, 1988",1988.0,https://indiankanoon.org/doc/859367/,case,6,C6_S2,expanded,0.0010033950108842258,0.011050107116658677,0.27179970102601847,0.17647058823529413,10,7,0.9901109989909183,0.9937436932391523,0.9951564076690211,0.9925731584258326,True
19,121162,Ashok Leland Ltd vs State Of Tamil Nadu And Anr,,https://indiankanoon.org/doc/121162/,case,4,C4_S4,expanded,0.002108689799657358,0.007156009083663843,0.09665259976591713,0.6521739130434783,17,6,0.9975782038345106,0.98970736629667,0.9852674066599395,0.9919677093844601,True
20,1642608,"Suresh Kumar vs Town Improvement Trust, Bhopal on 3 March, 1989",1989.0,https://indiankanoon.org/doc/1642608/,case,6,C6_S7,keyword,0.0014737459177981498,0.017738014564264406,0.05524154729087745,0.25,2,2,0.9949545913218971,0.9971745711402623,0.9719475277497477,0.9912411705348134,True
21,1080529,Bharat Petroleum Corpn. Ltd vs Maddula Ratnavalli & Ors,,https://indiankanoon.org/doc/1080529/,case,16,C16,expanded,0.000983654216017458,0.006214287132942193,0.7666666666666666,0.5454545454545454,15,7,0.9895055499495459,0.987891019172553,0.9991927346115035,0.9907971745711404,True
22,445381,Secretary v.   Bipin Kumar and Anr.,,https://indiankanoon.org/doc/445381/,case,6,C6_S5,expanded,0.0015347757033838093,0.013343384900046334,0.04939602826423033,0.1875,15,1,0.9957618567103935,0.9953582240161453,0.9681130171543895,0.9900706357214935,True
23,257876,"Kesavananda Bharati Sripadagalvaru ... vs State Of Kerala And Anr on 24 April, 1973",1973.0,https://indiankanoon.org/doc/257876/,case,0,C0_S0,expanded,0.0008053298173535193,0.020564402093829474,0.09861214644761708,0.22941176470588234,74,96,0.9828456104944501,0.9975782038345106,0.9854692230070635,0.9892633703329969,True
26,703650,Dir_Of_Settlements_A_P_Ors_vs_M_R_Apparao_Anr_on_20_March_2002,2002.0,https://indiankanoon.org/doc/703650/,case,15,C15,expanded,0.0008060846295900812,0.005240391009131263,0.47621307346468006,0.5,15,11,0.9830474268415742,0.9848637739656912,0.9973763874873864,0.9866397578203835,True
27,1281050,Ramana_Dayaram_Shetty_vs_The_International_Airport_Authority_Of_on_4_May_1979,1979.0,https://indiankanoon.org/doc/1281050/,case,9,C9_S6,expanded,0.0011292489158906416,0.0033784597220039066,0.1473716652782526,0.4230769230769231,51,1,0.9923309788092836,0.9749747729566095,0.9895055499495459,0.9848234106962664,False
29,1907642,"India Cement Ltd vs State Of Tamil Nadu Etc on 25 October, 1989",1989.0,https://indiankanoon.org/doc/1907642/,case,8,C8_S1,expanded,0.0006876478297431354,0.013420644917889593,0.05468641882157103,0.42857142857142855,24,11,0.977598385469223,0.9955600403632694,0.9715438950554995,0.9835721493440969,False
30,1940266,"Kunhayammed & Ors vs State Of Kerala & Anr on 19 July, 2000",2000.0,https://indiankanoon.org/doc/1940266/,case,10,C10_S8,expanded,0.000733593141289068,0.004945079368072348,0.17115365962700574,0.6538461538461539,18,8,0.9788092835519677,0.9836528758829465,0.9911200807265389,0.9832088799192736,False
46,426032,"Sukhdev Singh, Oil & Natural Gas ... vs Bhagat Ram, Association Of Clause Ii. ... on 21 February, 1975",1975.0,https://indiankanoon.org/doc/426032/,case,9,C9_S2,expanded,0.001173386680773277,0.0022966838834946888,0.049793073453930005,0.48484848484848486,7,26,0.9931382441977801,0.9582240161453077,0.9685166498486377,0.9742482341069627,False
47,1596595,Kailash Chand & Anr vs Dharam Dass,,https://indiankanoon.org/doc/1596595/,case,16,C16,expanded,0.0006154546729277726,0.002538244284615717,0.6,0.14285714285714285,6,1,0.9713420787083754,0.9626639757820383,0.9983854692230071,0.9732795156407669,False
48,513801,"Rustom Cavasjee Cooper vs Union Of India on 10 February, 1970",1970.0,https://indiankanoon.org/doc/513801/,case,0,C0_S0,expanded,0.00055385418675683,0.007863305288971665,0.03405152318225911,0.30927835051546393,36,61,0.9624621594349142,0.9907164480322906,0.9521695257315843,0.9717053481331988,False
49,1813801,Kartar_Singh_vs_State_Of_Punjab_on_11_March_1994,1994.0,https://indiankanoon.org/doc/1813801/,case,0,C0_S1,expanded,0.0005208881108784785,0.008097502189919814,0.04766663452916785,0.19767441860465115,33,53,0.9535822401614531,0.9909182643794148,0.9673057517658931,0.9712613521695259,False
51,1353689,A_R_Antulay_vs_R_S_Nayak_Anr_on_29_April_1988,1988.0,https://indiankanoon.org/doc/1353689/,case,0,C0_S12,expanded,0.000759426774991849,0.011116435636872082,0.01562753045510086,0.5,52,28,0.9808274470232089,0.9941473259334006,0.9039354187689203,0.9707769929364279,True
52,477313,Central_Inland_Water_vs_Brojo_Nath_Ganguly_Anr_on_6_April_1986,1986.0,https://indiankanoon.org/doc/477313/,case,9,C9_S2,expanded,0.0005480227231312205,0.0033611444890422936,0.08860466767019795,0.6774193548387096,33,29,0.9576185671039354,0.9745711402623612,0.9836528758829465,0.9696064581231081,False
56,1488034,"State Of U.P. And Anr vs M/S. Synthetics And Chemicals Ltd. And ... on 18 July, 1991",1991.0,https://indiankanoon.org/doc/1488034/,case,15,C15,expanded,0.0004359348939860624,0.003679798100768622,0.2452490407927877,0.7441860465116279,26,17,0.9404641775983855,0.9780020181634712,0.9943491422805247,0.9662563067608478,False
58,884513,"Tata Cellular  v.  Union  of
India6",1994.0,https://indiankanoon.org/doc/884513/,case,9,C9_S0,expanded,0.0005171145470265366,0.0027851501357152673,0.13123271040640272,0.5,30,10,0.9531786074672048,0.9679112008072653,0.9886982845610495,0.966175580221998,False
60,936707,"Indira Nehru Gandhi vs Shri Raj Narain & Anr on 7 November, 1975",1975.0,https://indiankanoon.org/doc/936707/,case,0,C0_S8,expanded,0.0005661257842383235,0.003978301001178118,0.025014409466421247,0.17105263157894737,45,31,0.9644803229061554,0.9794147325933401,0.9394550958627649,0.9654490413723512,False
61,165105,Hindustan Petroleum Corpn. Ltd vs Darius Shapur Chenai & Ors,,https://indiankanoon.org/doc/165105/,case,2,C2_S1,expanded,0.0007556651796257085,0.002138044652715511,0.03190036340933574,0.10256410256410256,26,13,0.9804238143289606,0.9549949545913219,0.9501513622603431,0.9641977800201816,False
62,1704181,Union Of India & Ors vs Krishan Lal Arneja & Ors,,https://indiankanoon.org/doc/1704181/,case,2,C2_S1,expanded,0.0007606067409762549,0.0027794234591853777,0.018590762868840045,0.13043478260869565,13,10,0.981029263370333,0.9675075681130172,0.9200807265388496,0.96343087790111,False
64,118999760,Union Of India (Uoi) vs Pramod Gupta (D) By L.Rs. And Ors.,,https://indiankanoon.org/doc/118999760/,case,4,C4_S1,expanded,0.0004951522553925381,0.008522302714395335,0.020768522355758164,0.45,5,55,0.9503531786074672,0.991523713420787,0.929364278506559,0.9626236125126135,False
65,1768336,Konda_Lakshmana_Bapuji_vs_Govt_Of_Andhra_Pradesh_Ors_on_29_January_2002,2002.0,https://indiankanoon.org/doc/1768336/,case,5,C5_S14,expanded,0.0008538265834634687,0.0017860845647650482,0.037651013900722924,0.3125,9,7,0.9854692230070635,0.9424823410696267,0.9564076690211907,0.9624621594349143,False
66,974148,Sukhdev Singh & Ors. v. Bhagatram Sardar Singh Raghuvanshi & Others,1975.0,https://indiankanoon.org/doc/974148/,case,9,C9_S2,expanded,0.0004216462817076454,0.003670840796713482,0.07996461792050727,0.5,22,24,0.9370332996972754,0.9778002018163471,0.9814328960645813,0.9622199798183653,False
68,1766147,Maneka_Gandhi_vs_Union_Of_India_on_25_January_1978,1978.0,https://indiankanoon.org/doc/1766147/,case,0,C0_S5,expanded,0.001311591801389748,0.0018003713887397967,0.02091516835749485,0.16071428571428573,53,3,0.9941473259334006,0.9434914228052472,0.9305751765893038,0.9611705348133199,False
70,663164,P.T. Munichikkanna Reddy & Ors vs Revamma And Ors,,https://indiankanoon.org/doc/663164/,case,5,C5_S4,expanded,0.0006787512810320801,0.0015963367043703757,0.04460002729463384,0.21052631578947367,16,3,0.9769929364278507,0.9340060544904137,0.9634712411705348,0.9570938446014128,False
71,108721012,T.Lakshmipathi & Ors vs P.Nithyananda Reddy & Ors,,https://indiankanoon.org/doc/108721012/,case,10,C10_S9,expanded,0.0005939570825918953,0.0013593040931365776,0.09262883235485976,0.6153846153846154,12,1,0.9703329969727548,0.9229061553985873,0.984460141271443,0.9541876892028255,False
73,1006709,"Mathura Prasad Bajoo Jaiswal & Ors vs Dossibai N. B. Jeejeebhoy on 26 February, 1970",1970.0,https://indiankanoon.org/doc/1006709/,case,1,C1_S17,expanded,0.0007880206524518359,0.017208178252452626,0.0061538608666557556,0.5714285714285714,20,1,0.9818365287588294,0.9969727547931383,0.7993945509586277,0.9514026236125126,True
77,1160321,Surinder Singh vs. Kapoor Singh (Dead,,https://indiankanoon.org/doc/1160321/,case,10,C10_misc,expanded,0.00037668067402423086,0.002104101243153428,0.06700214332308266,0.0,4,2,0.924117053481332,0.9541876892028255,0.9782038345105953,0.9469626639757821,False
79,837072,Bombay_Dyeing_Mfg_Co_Ltd_vs_Bombay_Environmental_Action_Group_Ors_on_7_March_2006,2006.0,https://indiankanoon.org/doc/837072/,case,12,C12_S3,expanded,0.00036586921629901755,0.005545245181018023,0.018127940988586357,0.7608695652173914,13,33,0.9190716448032291,0.9866801210898083,0.9178607467204843,0.9458728557013119,False
82,1119469,"Trust Vs. 

State of Haryana & Ors.",,https://indiankanoon.org/doc/1119469/,case,2,C2_S1,expanded,0.0007427729764255898,0.0013052121235824742,0.020042723388926823,0.07142857142857142,13,1,0.9794147325933401,0.9186680121089809,0.9263370332996973,0.9445005045408679,False
83,1938608,"Narmada Bachao Andolan Vs.

      Union  of India",2000.0,https://indiankanoon.org/doc/1938608/,case,12,C12_S3,expanded,0.00043095624671342543,0.0014608176505584854,0.08728961212362668,0.2608695652173913,19,4,0.9390514631685166,0.9281533804238143,0.9832492431886983,0.9435317860746721,False
84,1396621,"Santosh Hazari vs Purushottam Tiwari (Dead) By Lrs on 8 February, 2001",2001.0,https://indiankanoon.org/doc/1396621/,case,5,C5_S9,expanded,0.00040101259506894536,0.001766388860710378,0.049964626579294145,0.17647058823529413,12,5,0.9323915237134208,0.9416750756811302,0.9687184661957619,0.9433703329969728,False
90,1617540,"Delhi Development Authority vs M/S. R.S. Sharma & Co., New Delhi",,https://indiankanoon.org/doc/1617540/,case,11,C11_S3,keyword,0.00048329393812078937,0.001452174873916854,0.03444547574050708,0.0,7,2,0.9489404641775984,0.9279515640766902,0.9527749747729566,0.9413118062563068,False
92,1532646,Nalakath_Sainuddin_vs_Koorikadan_Sulaiman_on_8_July_2002,2002.0,https://indiankanoon.org/doc/1532646/,case,10,C10_S9,expanded,0.0008651441584365501,0.0009636217212409563,0.027117696393625945,0.2,5,0,0.9856710393541877,0.8908173562058527,0.9447023208879919,0.9395358224016145,False
97,1327287,"E. P. Royappa vs State Of Tamil Nadu & Anr on 23 November, 1973",1973.0,https://indiankanoon.org/doc/1327287/,case,0,C0_S8,expanded,0.0006527256028269655,0.0016336113663377942,0.010280107411153603,0.30434782608695654,45,1,0.9751765893037336,0.9356205852674067,0.8643794147325934,0.9371947527749749,False
101,79780222,South_Eastern_Coalfields_Ltd_vs_State_Of_M_P_And_Ors_on_13_October_2003,2003.0,https://indiankanoon.org/doc/79780222/,case,2,C2_S10,expanded,0.0004160008925412225,0.002674523776676495,0.012191853514143074,0.38095238095238093,14,7,0.9358224016145308,0.9652875882946519,0.8811301715438951,0.9366700302724521,False
103,1226569,"West Bengal Housing Board Etc vs Brijendra Prasad Gupta & Ors. Etc on 9 July, 1997",1997.0,https://indiankanoon.org/doc/1226569/,case,2,C2_S7,expanded,0.0005522839932809121,0.01174547595600891,0.004908963001064916,0.38461538461538464,3,10,0.9618567103935419,0.9945509586276489,0.7677093844601413,0.9361049445005046,False
104,1764481,S.B. Bhattacharjee vs S.D. Majumdar & Ors,,https://indiankanoon.org/doc/1764481/,case,15,C15,expanded,0.0004074376701434366,0.001140950042537479,0.2672268907563025,0.2857142857142857,4,3,0.9340060544904137,0.9071644803229062,0.9949545913218971,0.9354591321897074,False
105,969224,S_Sundaram_Pillai_Etc_vs_V_R_Pattabiraman_Etc_on_24_January_1985,1985.0,https://indiankanoon.org/doc/969224/,case,7,C7_S9,keyword,0.0004022517807175563,0.0017221645670551476,0.020527480207999885,0.6190476190476191,20,1,0.932795156407669,0.9394550958627649,0.9283551967709385,0.9345711402623613,False
106,1830927,Janata_Dal_vs_H_S_Chowdhary_And_Ors_on_28_August_1992,1992.0,https://indiankanoon.org/doc/1830927/,case,13,C13_S2,expanded,0.0003525990775704247,0.0018246149115353457,0.03242046709787255,0.5806451612903226,18,13,0.9142280524722503,0.9453077699293643,0.9509586276488395,0.9340060544904137,False
108,1868919,Tejumal_Bhojwani_And_Ors_vs_State_Of_U_P_on_26_August_2003,2003.0,https://indiankanoon.org/doc/1868919/,case,6,C6_S5,expanded,0.0006249359998647069,0.0010011285106945225,0.021424311924400315,0.25,8,4,0.9727547931382442,0.8946518668012109,0.9315842583249243,0.9332795156407669,False
109,17372683,Swiss Ribbons Pvt. Ltd. vs Union Of India,2019.0,https://indiankanoon.org/doc/17372683/,case,7,C7_S1,expanded,0.00033886842180157987,0.002105847411116446,0.02611867968402132,0.36507936507936506,30,33,0.9075681130171543,0.9543895055499495,0.9422805247225026,0.933239152371342,False
110,268805,Delhi_Transport_Corporation_vs_D_T_C_Mazdoor_Congress_on_4_September_1990,1990.0,https://indiankanoon.org/doc/268805/,case,0,C0_S5,expanded,0.00031491360800237197,0.004674443226501127,0.016490324370018215,0.39473684210526316,26,50,0.8958627648839556,0.9822401614530777,0.9097880928355196,0.9331987891019173,False
112,284265,Govt. Of A.P. & Anr vs Syed Akbar,,https://indiankanoon.org/doc/284265/,case,2,C2_S14,expanded,0.0005661917069723415,0.001728977177929914,0.009330450616027943,0.1,8,2,0.9646821392532795,0.9398587285570131,0.8554994954591322,0.9329162462159435,False
114,43475503,Mrs_Maneka_Gandhi_vs_Union_Of_India_Uoi_And_Anr_on_25_January_1978,1978.0,https://indiankanoon.org/doc/43475503/,case,0,C0_S5,expanded,0.0004531971508303543,0.0017216775044544364,0.014622182155860636,0.1836734693877551,47,2,0.9428859737638748,0.9392532795156407,0.8976791120080726,0.9323915237134208,False
115,232986,"Dollar Company, Madras vs Collector Of Madras on 1 May, 1975",1975.0,https://indiankanoon.org/doc/232986/,case,6,C6_S7,expanded,0.0008311268322432274,0.0011412462549660635,0.011860418396920945,0.4,4,1,0.9838546922300706,0.9075681130171543,0.8789101917255298,0.9323511604439959,False
117,709776,Olga_Tellis_Ors_vs_Bombay_Municipal_Corporation_Ors_Etc_on_10_July_1985,1985.0,https://indiankanoon.org/doc/709776/,case,0,C0_S5,expanded,0.0005418271269242811,0.002037133716270303,0.008411539694385725,0.3783783783783784,34,3,0.9564076690211907,0.9519677093844602,0.8443995963673058,0.9322300706357216,False
118,113963352,"S.P. Chengalvaraya Naidu (Dead) By ... vs Jagannath (Dead) By L.Rs. And Others on 27 October, 1993",1993.0,https://indiankanoon.org/doc/113963352/,case,10,C10_S2,expanded,0.0004579984192377639,0.0009841341633669764,0.12657008002243364,0.46153846153846156,13,0,0.9436932391523714,0.893037336024218,0.9874873864783047,0.9321897073662967,False
119,1142205,Guruvayur_Devaswom_Managing_Commit_vs_C_K_Rajan_Others_on_14_August_2003,2003.0,https://indiankanoon.org/doc/1142205/,case,12,C12_S1,expanded,0.0005567672753912058,0.0009521765801496103,0.036509526785423754,0.5555555555555556,10,17,0.9630676084762866,0.8890010090817356,0.9556004036326943,0.9319475277497479,False
120,1471191,K.K. Bhalla vs State Of M.P. & Ors,,https://indiankanoon.org/doc/1471191/,case,2,C2_S9,expanded,0.00034099807239491636,0.0020874331120292965,0.02235214301224688,0.3333333333333333,8,10,0.9083753784056509,0.9535822401614531,0.9354187689202825,0.931866801210898,False
121,315007,"Om Prakash Gupta Vs. Ranbir B. Goyal (Civil
Appeal No.5460",,https://indiankanoon.org/doc/315007/,case,1,C1_S8,expanded,0.0005412178979618985,0.0018713762692391292,0.008959084939697869,0.2222222222222222,7,2,0.9560040363269425,0.9475277497477296,0.8496468213925328,0.9313420787083755,False
122,75737,M/S. National Insurance Co. Ltd vs Baljit Kaur And Ors,,https://indiankanoon.org/doc/75737/,case,4,C4_S5,expanded,0.0005662689405050654,0.0014773637150839003,0.010498687664041993,0.2857142857142857,5,2,0.9648839556004036,0.9289606458123107,0.867204843592331,0.930978809283552,False
128,79280249,Rameshwar_Prasad_Ors_vs_Union_Of_India_Anr_on_24_January_2006,2006.0,https://indiankanoon.org/doc/79280249/,case,0,C0_S10,expanded,0.00044329541008617174,0.0017922753630585174,0.011914630447716573,0.16666666666666666,6,12,0.9408678102926337,0.9426841574167507,0.8791120080726539,0.9292431886982846,False
129,1261076,"N.V. Srinivasa 
Murthy v. Mariyamma",,https://indiankanoon.org/doc/1261076/,case,5,C5_S6,expanded,0.0005437621878144742,0.001089398656870451,0.01975262927653209,0.0,7,1,0.9572149344096872,0.9027245206861756,0.9249243188698285,0.9289606458123109,False
131,1737583,"Balco Employees Union (Regd.) vs Union Of India & Ors on 10 December, 2001",2001.0,https://indiankanoon.org/doc/1737583/,case,12,C12_S1,expanded,0.0002698758422863286,0.0035813372286081467,0.04051268650387323,0.6578947368421053,16,22,0.8647830474268415,0.9757820383451059,0.9600403632694248,0.928234106962664,False
133,1414476,Jai_Narain_Parasurampuria_Dead_Ors_vs_Pushpa_Devi_Saraf_Ors_on_24_August_2006,2006.0,https://indiankanoon.org/doc/1414476/,case,10,C10_S2,expanded,0.00025497854537018564,0.0033312497076628724,0.24093915087904466,0.38461538461538464,4,9,0.8478304742684157,0.9743693239152371,0.9939455095862765,0.9276690211907165,False
135,1785523,National Insurance Co. Ltd vs Laxmi Narain Dhut,,https://indiankanoon.org/doc/1785523/,case,4,C4_S5,expanded,0.0003627564359310367,0.0012600791646448022,0.04626559837914997,0.5555555555555556,5,4,0.9186680121089809,0.9160443995963673,0.9656912209889001,0.9270232088799193,False
136,1999892,Raghubans_Narain_Singh_vs_The_Uttar_Pradesh_Government_Through_on_23_September_1966,1966.0,https://indiankanoon.org/doc/1999892/,case,6,C6_S3,expanded,0.0006800010748268662,0.00207399731344667,0.005008389184780006,0.5555555555555556,8,1,0.9771947527749748,0.9531786074672048,0.7705348133198789,0.9262563067608477,False
141,1375046,"Lucknow Development Authority vs M.K. Gupta on 5 November, 1993",1993.0,https://indiankanoon.org/doc/1375046/,case,7,C7_S0,keyword,0.0004001498759143415,0.0010745475629282866,0.03162300188720242,0.4,16,9,0.9319878910191726,0.901715438950555,0.949949545913219,0.9234712411705348,False
143,1092818,M.C. Mehta vs Union Of India & Ors,,https://indiankanoon.org/doc/1092818/,case,9,C9_S0,expanded,0.0003756559773102165,0.0014038919318330677,0.018475452196382428,0.0,3,0,0.9235116044399596,0.9251261352169525,0.9196770938446014,0.9233905146316852,False
148,895706,Chandavarkar_Sita_Ratna_Rao_vs_Ashalata_S_Guram_on_25_September_1986,1986.0,https://indiankanoon.org/doc/895706/,case,1,C1_S13,expanded,0.0002997638137005004,0.0018821015759759448,0.025639046213973223,0.34615384615384615,10,16,0.8871846619576186,0.9477295660948537,0.9404641775983855,0.922058526740666,False
149,91938676,Justice_K_S_Puttaswamy_Retd_And_Anr_vs_Union_Of_India_And_Ors_on_24_August_2017,2017.0,https://indiankanoon.org/doc/91938676/,case,0,C0_S2,expanded,0.00024383336156093123,0.005700733484521323,0.046453390443515576,0.1588785046728972,18,89,0.8347124117053482,0.9868819374369324,0.9660948536831483,0.921856710393542,False
152,703393,"The Ahmedabad St. Xaviers College ... vs State Of Gujarat & Anr on 26 April, 1974",1974.0,https://indiankanoon.org/doc/703393/,case,0,C0_S4,expanded,0.00044495869672177594,0.001599312146320003,0.009196416208293251,0.19047619047619047,21,21,0.9420787083753784,0.9342078708375379,0.853481331987891,0.9212108980827447,False
154,86594,"Renusagar Power Co. Ltd vs General Electric Co on 7 October, 1993",1993.0,https://indiankanoon.org/doc/86594/,case,11,C11_S3,expanded,0.0002903244123164917,0.0014800945691695346,0.07505191048522267,0.3548387096774194,17,14,0.8813319878910192,0.9291624621594349,0.9802219979818365,0.920242179616549,False
155,121987320,Vidya Drolia vs Durga Trading Corporation,2020.0,https://indiankanoon.org/doc/121987320/,case,11,C11_S2,expanded,0.00024658397207745383,0.0036420092449884326,0.05891749932210686,0.28,14,36,0.8373360242179616,0.9761856710393542,0.9735620585267407,0.9201210898082745,False
159,277653,"Steel Authority Of India Ltd. & Ors. ... vs National Union Water Front Workers & Ors on 30 August, 2001",2001.0,https://indiankanoon.org/doc/277653/,case,9,C9_S8,expanded,0.00026530270461774645,0.0019327504200958735,0.06821692988482059,0.34375,6,26,0.8591321897073663,0.9491422805247225,0.9784056508577195,0.9189909182643794,False
160,667073,"Kehar Singh & Ors vs State (Delhi Admn.) on 3 August, 1988",1988.0,https://indiankanoon.org/doc/667073/,case,0,C0_S1,expanded,0.00036835018383853666,0.0018580202349607528,0.009747846249311265,0.2692307692307692,13,13,0.9200807265388496,0.9471241170534813,0.860343087790111,0.9189505549949546,False
162,877414,Kailash vs Nanhku & Ors,,https://indiankanoon.org/doc/877414/,case,7,C7_S4,expanded,0.0005226652225905769,0.001434636516127187,0.007535127027117433,0.5833333333333334,11,1,0.9537840565085772,0.9265388496468214,0.8306760847628658,0.9182643794147327,False
164,1570352,Bar Council Of India vs High Court Of Kerala,,https://indiankanoon.org/doc/1570352/,case,4,C4_S4,expanded,0.0003931494169906666,0.001219840969762079,0.015692775245199613,0.42857142857142855,3,4,0.9299697275479314,0.9126135216952573,0.9045408678102926,0.9179414732593341,False
166,781949,Nasiruddin And Ors vs Sita Ram Agarwal,,https://indiankanoon.org/doc/781949/,case,7,C7_S2,expanded,0.00036210467018279937,0.001163445166296695,0.021763449178500868,0.47368421052631576,11,8,0.9184661957618567,0.9087790110998991,0.9329969727547931,0.917497477295661,False
167,49625991,Indore_Development_Authority_vs_Manoharlal_And_Ors_Etc_on_6_March_2020,2020.0,https://indiankanoon.org/doc/49625991/,case,2,C2_S0,keyword,0.00021462879163514686,0.0634786218109275,0.16117285602786757,0.4476744186046512,13,159,0.7993945509586277,0.9991927346115035,0.9903128153380424,0.917497477295661,False
170,1279400,Bishna @ Bhiswadeb Mahato & Ors vs State Of West Bengal,,https://indiankanoon.org/doc/1279400/,case,5,C5_misc,expanded,0.0004141639105240283,0.001105640645883208,0.016128797260872733,0.0,4,0,0.9352169525731584,0.9042381432896065,0.9069626639757821,0.9171745711402625,False
171,1633194,Sheodan_Singh_vs_Smt_Daryao_Kunwar_on_14_January_1966,1966.0,https://indiankanoon.org/doc/1633194/,case,14,C14_misc,expanded,0.00038627193867053224,0.0008445712685547157,0.10726764500349406,0.42857142857142855,7,0,0.927547931382442,0.8710393541876892,0.9858728557013118,0.9166094853683149,False
172,1920342,"Smt. Basavva & Ors. Etc vs The Spl. Land Acquisition Officer & Ors on 15 March, 1996",1996.0,https://indiankanoon.org/doc/1920342/,case,6,C6_S2,keyword,0.0006116385125217729,0.0016596019408383477,0.004901437959543618,0.2857142857142857,7,0,0.9711402623612513,0.9366296670030273,0.7671039354187689,0.9165287588294653,False
174,1067949,M_S_Ashoka_Smokeless_Coal_Ind_P_Ltd_vs_Union_Of_India_Ors_on_1_December_2006,2006.0,https://indiankanoon.org/doc/1067949/,case,0,C0_S0,expanded,0.0003225050042610913,0.002726544963080261,0.008904681919105125,0.46875,6,26,0.8998990918264379,0.9662966700302724,0.8490413723511604,0.9162865792129162,False
175,299215,Charan_Lal_Sahu_Etc_Etc_vs_Union_Of_India_And_Ors_on_22_December_1989,1989.0,https://indiankanoon.org/doc/299215/,case,0,C0_S5,expanded,0.0008966655031547848,0.0013429478821250806,0.004711004589220265,0.35294117647058826,16,18,0.9870837537840566,0.9208879919273462,0.7606458123107972,0.9153178607467205,False
176,505842,Union of India v. Raghubir Singh,1989.0,https://indiankanoon.org/doc/505842/,case,0,C0_S16,expanded,0.00043286216263655245,0.0050252558036451575,0.003586788455760869,0.45454545454545453,30,14,0.9394550958627649,0.9842583249243189,0.7259334006054491,0.9146720484359233,False
177,690250,M/S.Sait Nagjee Purushotham & Co.Ltd vs Vimalabai Prabhulal & Ors,,https://indiankanoon.org/doc/690250/,case,16,C16,expanded,0.00031359287378052885,0.0009834437264343774,0.125,0.3333333333333333,3,0,0.8950554994954592,0.8928355196770938,0.9872855701311807,0.9126135216952573,False
179,156242701,Mafatlal_Industries_Ltd_And_Ors_vs_Union_Of_India_Uoi_And_Ors_on_19_December_1996,1996.0,https://indiankanoon.org/doc/156242701/,case,0,C0_S15,expanded,0.0002665587296767866,0.006614077443254168,0.010033909947910051,0.532258064516129,21,41,0.8605449041372352,0.9882946518668012,0.8621594349142281,0.9119677093844603,False
185,689330,"Union Of India And Ors vs Filip Tiago De Gama Of Vedem Vasco De Gama on 30 November, 1989",1989.0,https://indiankanoon.org/doc/689330/,case,2,C2_S3,expanded,0.00030481726948916,0.0014511893280636952,0.017471056064795064,0.35294117647058826,11,6,0.8900100908173562,0.9277497477295661,0.915640766902119,0.9102320887991928,False
186,660275,"H. H. Maharajadhiraja Madhav Rao Jiwaji ... vs Union Of India on 15 December, 1970",1970.0,https://indiankanoon.org/doc/660275/,case,0,C0_S13,expanded,0.00031099410729320295,0.0021824980948865606,0.008913003562223637,0.3877551020408163,18,31,0.8936427850655904,0.9558022199798184,0.8494450050454087,0.9096670030272452,False
187,404603,Zee Telefilms Ltd. & Anr vs Union Of India & Ors,,https://indiankanoon.org/doc/404603/,case,9,C9_S2,expanded,0.000234038891189134,0.002322871809242031,0.09097472662913327,0.4,5,30,0.8230070635721494,0.958627648839556,0.9840565085771947,0.9094651866801211,False
188,197296101,Md. Mohammad Ali (Dead) By Lrs vs Sri Jagadish Kalita & Ors,,https://indiankanoon.org/doc/197296101/,case,5,C5_S4,expanded,0.0003852574096658843,0.0008502526957073926,0.030816881606961426,0.42857142857142855,7,0,0.9267406659939456,0.872250252270434,0.9491422805247225,0.9094248234106963,False
